user,user,cpm,error_rate,dwell_avg,dwell_std,flight_avg,flight_std,click_dwell_avg,click_flight_avg,pressure_touch,scroll_x,scroll_y,double_click,swipe_speed_avg,tilt_angle_avg
user1,M,73.56,5,5.4,4.79,537.44,386.18,0,0,0.10 (Soft Touch),479.45,924.43,,,74.98
user1,M,101.23,8,6.62,5.08,339.83,377.49,0,0,0.10 (Soft Touch),336.22,637.23,,,73.5
user1,M,114.09,15,4.32,2.9,414.19,501.74,0,0,0.10 (Soft Touch),375.15,838.18,,,72.46
user1,M,0.48,,3.2,2.17,540.25,445.83,0,0,0.50 (Medium Touch),397.82,670.91,,,59.12
user1,M,6.24,1,145.3,35.61,1087.09,1255.97,0,0,0.10 (Soft Touch),1782.4,400,4,,0
user1,M,6.24,1,145.3,35.61,1087.09,1255.97,0,0,0.10 (Soft Touch),1782.4,400,4,,0
user1,M,6.24,1,145.3,35.61,1087.09,1255.97,0,0,0.10 (Soft Touch),1782.4,400,4,,0
user1,M,29.84,1,4,1.15,1200,481.95,0,0,0.10 (Soft Touch),455.27,773.09,,,75.35
user1,M,63.79,1,109,36.08,790.58,575.55,0,0,,1782.4,400,,,0
user1,M,193.72,,153.71,41.63,190.19,372.75,0,0,,1782.4,400,,,0
user1,M,7.03,,3.8,1.64,2360,2476.91,0,0,0.10 (Soft Touch),444.36,830.91,,,67.9
user1,M,19.86,8,3.42,1.98,1068.72,1251.98,0,0,0.10 (Soft Touch),431.64,790.55,,,62.9
user1,M,5.32,,5.4,2.61,737.25,101.26,0,0,0.50 (Medium Touch),302.55,508.36,2,,56.6
user1,M,35.71,,3,1.58,1170.75,593.47,0,0,0.10 (Soft Touch),441.82,795.64,,,71.52
user1,M,114.56,24,3.55,2.37,287.75,593.38,0,0,0.10 (Soft Touch),375.15,842.77,2,,69.73
user1,M,90.23,11,3.71,2.47,419.94,471.3,0,0,0.10 (Soft Touch),464.65,921.2,,,75.66
user1,M,61.24,6,7.09,6.07,450.1,369.79,0,0,0.10 (Soft Touch),499.07,932.87,,,76.04
user1,M,65.96,9,4.86,4.38,580.08,742.41,0,0,0.10 (Soft Touch),417.32,815.58,,,73.47
user1,M,74.77,10,4.69,3.96,578.27,724.88,0,0,0.10 (Soft Touch),423.6,889.08,,,73.78
user1,M,17.12,,5.4,2.19,1538.25,696.6,0,0,0.10 (Soft Touch),395.64,611.64,,,86.71
user1,M,3.21,,4.8,1.92,8025,12990.2,0,0,0.10 (Soft Touch),440.73,855.27,7,,23.01
user1,M,45.44,10,4.05,2.21,851.47,1215.66,0,0,0.10 (Soft Touch),377.85,680.9,,,28.16
user1,M,37.84,,3,1.73,915.25,350.16,0,0,0.10 (Soft Touch),393.43,848.82,,,25.26
user1,M,38.72,,2.8,1.48,794.25,507.2,0,0,0.10 (Soft Touch),402.6,871,,,26.44
user1,M,36.36,,2.4,1.14,1152.5,497.83,0,0,0.10 (Soft Touch),317.2,848.82,,,26.31
user1,M,13.59,,2.2,1.1,4221,6520.48,0,0,0.50 (Medium Touch),409.68,871,,,26.65
user1,M,73.11,12,3.59,1.97,589.9,1200.83,0,0,0.10 (Soft Touch),446.42,848.82,,,29.8
user1,M,45.92,,2.67,1.21,831.8,274.18,0,0,0.10 (Soft Touch),326.52,831.93,,,22.44
user1,M,41.8,,2.4,0.55,748.75,215.59,0,0,0.10 (Soft Touch),357.22,804.27,,,46.82
user1,M,38.07,,3.4,1.82,1000.75,589.27,0,0,0.10 (Soft Touch),383.22,882.4,,,58.71
user1,M,48.83,,3,2,751.67,381.51,0,0,0.10 (Soft Touch),368.62,882.4,,,25.59
user1,M,13.04,8,4.95,2.31,1031.11,1040.51,0,0,0.10 (Soft Touch),286.18,729.82,,,40.2
user1,M,17.35,15,5.03,2.29,1232.81,1758.46,0,0,0.10 (Soft Touch),286.18,507.64,,,39.29
user1,M,17.35,15,5.03,2.29,1232.81,1758.46,0,0,0.50 (Medium Touch),286.18,384.73,,,39.85
user1,M,46.38,,2.6,1.34,770.5,395.85,0,0,0.10 (Soft Touch),412.5,848.82,,,43.16
user1,M,17.35,15,5.03,2.29,1232.81,1758.46,0,0,0.10 (Soft Touch),286.18,384.73,,,39.89
user1,M,2.72,,6.4,5.32,1265,261.88,0,0,0.10 (Soft Touch),232,660,,,42.98
user1,M,2.72,,6.4,5.32,1265,261.88,0,0,0.10 (Soft Touch),232,660,,,43.49
user1,M,2.72,,6.4,5.32,1265,261.88,0,0,0.50 (Medium Touch),232,660,,,43.88
user1,M,17.35,15,5.03,2.29,1232.81,1758.46,0,0,0.10 (Soft Touch),302.55,160.36,1,,41.72
user1,M,29.92,1,6.86,5.01,1333.83,770.33,0,0,0.50 (Medium Touch),174,505.5,,,48.14
user1,M,45.72,8,5.17,3.7,1052.24,1719.98,0,0,0.10 (Soft Touch),0,159.5,,,44.97
user1,M,32.16,,0.63,0.74,772.29,428.47,0,0,0.50 (Medium Touch),373.68,808.17,1,,39.99
user1,M,14.7,,2.6,1.34,1620.75,351.39,0,0,0.10 (Soft Touch),387.67,917.67,,,29.5
user1,M,16.92,,5,2.83,1183.25,587.84,0,0,0.10 (Soft Touch),375,721.33,,,17.08
user1,M,16.92,,5,2.83,1183.25,587.84,0,0,0.10 (Soft Touch),401.33,721.33,,,17.4
user1,M,36.18,,4.8,1.64,922.75,414.16,0,0,0.50 (Medium Touch),328,729.82,,,175.74
user1,M,41.38,1,3.29,2.81,975.17,424.46,0,0,0.10 (Soft Touch),366.33,715.67,,,23.24
user1,M,34.39,,3.6,0.89,1112,425.43,0,0,0.10 (Soft Touch),366.55,641.09,,,181.46
user1,M,15.58,,4.2,1.64,1217.75,351.22,0,0,0.10 (Soft Touch),366.55,826.91,6,,178.43
user1,M,37.62,,3.6,0.55,1155.5,389.12,0,0,0.50 (Medium Touch),366.18,705.09,,,186.17
user1,M,40.46,2,4.56,2.65,1126,445.47,0,0,0.50 (Medium Touch),366.18,730.18,,,187.14
user1,M,22.18,,3.6,1.52,1332.75,326.19,0,0,0.50 (Medium Touch),372.36,670.18,,,180.55
user1,M,36.25,,3.8,1.1,846.75,254.87,0,0,0.10 (Soft Touch),372.36,622.91,,,17.44
user1,M,48.31,3,4.55,3.75,869.7,459.48,0,0,0.10 (Soft Touch),470.91,827.64,,,20.13
user1,M,30.37,,3.6,1.52,854.25,304.59,0,0,0.10 (Soft Touch),445.45,791.64,,,14.36
user1,M,40.09,,4.2,3.27,822.5,222.13,0,0,0.10 (Soft Touch),482.18,805.09,,,14.37
user1,M,31.08,,3.4,1.67,964.5,104.24,0,0,0.10 (Soft Touch),465.09,879.27,,,13
user1,M,30.49,,3.4,1.14,963.75,240.05,0,0,0.10 (Soft Touch),388.36,786.91,,,8.08
user1,M,45.48,1,4,1.29,694,459.21,0,0,0.50 (Medium Touch),451.27,771.64,,,11.81
user1,M,44.87,,3.4,0.89,549,377.8,0,0,0.10 (Soft Touch),484.36,821.09,,,11.82
user1,M,18.25,2,3.44,2.07,1141.88,815.22,0,0,0.10 (Soft Touch),339.33,577.67,1,,51.16
user1,M,18.25,2,3.44,2.07,1141.88,815.22,0,0,0.10 (Soft Touch),339.33,577.67,1,,51.15
user1,M,25.98,,3.4,0.89,1076.75,270.41,0,0,0.10 (Soft Touch),306,811,,,50.51
user1,M,25.98,,3.4,0.89,1076.75,270.41,0,0,0.10 (Soft Touch),306,811,,,50.78
user1,M,49.8,1,3.71,1.11,671.67,361.59,0,0,0.10 (Soft Touch),0,0,,,51.93
user1,M,49.8,1,3.71,1.11,671.67,361.59,0,0,0.10 (Soft Touch),0,0,,,51.89
user1,M,17.54,,6.8,2.59,721.5,353.72,0,0,0.10 (Soft Touch),324,708.36,,,19.22
user1,M,16.9,,3.2,0.84,666.25,491.37,0,0,0.10 (Soft Touch),340,771.64,,,22.09
user1,M,27.06,,5,4,685.75,427.83,0,0,0.10 (Soft Touch),369.09,801.09,,,23.49
user1,M,36.21,,35.71,16.28,538.67,538.31,0,0,0.10 (Soft Touch),429,740,6,,
user1,M,78.15,9,5.47,4.82,621.11,1153.81,0,0,0.50 (Medium Touch),330.33,796.53,,,18.21
user1,M,17.03,,2.8,1.79,1040.75,703.98,0,0,0.10 (Soft Touch),338.97,802.97,,,30.42
user1,M,17.03,,2.8,1.79,1040.75,703.98,0,0,0.50 (Medium Touch),338.97,802.97,,,28.69
user1,M,84.75,11,6.13,4.35,508.27,819.99,0,0,0.10 (Soft Touch),338.97,663.6,,,10.56
user1,M,77.96,9,3.93,2.76,428.31,537.83,0,0,0.10 (Soft Touch),338.97,730.05,,,27.01
user1,M,4.9,,2.8,1.64,1167.5,1421.15,0,0,0.50 (Medium Touch),364.67,837.67,,,111.77
user1,M,6.44,,3.8,0.84,853,473.73,0,0,0.10 (Soft Touch),374.48,780.95,,,6.77
user1,M,6.44,,3.8,0.84,853,473.73,0,0,0.10 (Soft Touch),374.48,463.62,,,6.58
user10,M,24.71,10,5.48,4.38,989.3,1369.94,0,0,0.10 (Soft Touch),420.93,851.68,,,28.54
user10,M,24.71,10,5.48,4.38,989.3,1369.94,0,0,0.50 (Medium Touch),420.93,470.72,,,28.35
user10,M,19.77,,2.4,0.55,1146,381.79,0,0,0.10 (Soft Touch),411.3,831.93,,,22.13
user10,M,26.28,,3.2,1.3,890.5,186.39,0,0,0.50 (Medium Touch),354.5,817.93,,,28.67
user10,M,26.28,,3.2,1.3,890.5,186.39,0,0,0.10 (Soft Touch),354.5,817.93,,,28.81
user10,M,24.83,,2.8,0.84,748,302.87,0,0,0.10 (Soft Touch),364.33,831.93,,,25.31
user10,M,49.75,11,4.77,4.34,773.86,1081.8,0,0,0.10 (Soft Touch),357.22,804.27,,,28.63
user10,M,17.87,,4.8,4.82,1215.5,521,0,0,0.10 (Soft Touch),321.37,808.5,,,24.21
user10,M,44,9,3.63,1.95,751.22,1086.78,0,0,0.10 (Soft Touch),357.22,804.27,,,28.32
user10,M,24.41,,3.6,1.14,956,264.54,0,0,0.10 (Soft Touch),224.85,756.13,,,26.76
user10,M,23.45,,3.4,1.14,1204.75,347.13,0,0,0.50 (Medium Touch),347.3,821.37,,,24.66
user10,M,24.27,,4.2,1.48,1102.25,670.84,0,0,0.50 (Medium Touch),242.5,768.25,,,25.33
user10,M,24.75,,2.6,1.34,1243,437.49,0,0,0.10 (Soft Touch),217.02,700.75,,,27.14
user10,M,26.44,,3.8,1.92,1061,322.83,0,0,0.10 (Soft Touch),225.48,719.55,,,30.19
user10,M,30.11,,2.4,0.55,782,240.79,0,0,0.10 (Soft Touch),242.32,748.42,,,27.91
user10,M,28.7,1,4.29,2.63,1394.83,389.22,0,0,0.50 (Medium Touch),266.88,764.82,,,24.47
user10,M,25.86,,2.8,2.39,880.25,390.32,0,0,0.10 (Soft Touch),242.9,743.62,,,22.67
user10,M,42.29,1,7.38,11.36,735,305.89,0,0,0.10 (Soft Touch),285.55,771.8,,,23.83
user10,M,22.55,,4.4,3.71,1322.75,374.18,0,0,0.10 (Soft Touch),300.93,764.63,,,23.02
user10,M,31.4,,3.6,1.52,491.75,171.59,0,0,0.10 (Soft Touch),275.15,768.58,,,25.12
user10,M,32.02,,2.2,1.3,886.25,444.48,0,0,0.10 (Soft Touch),251.57,769.9,,,26.13
user10,M,33.16,,2.8,0.84,717.5,329.79,0,0,0.50 (Medium Touch),299.08,816.83,,,27.89
user10,M,37.4,1,4.86,4.56,965.17,527.26,0,0,0.10 (Soft Touch),171.57,760.52,,,24.38
user10,M,25.4,,3.8,1.79,1095,244.34,0,0,0.50 (Medium Touch),352.8,858.45,,,26.11
user10,M,30.09,,2.8,0.84,901.5,551.19,0,0,0.10 (Soft Touch),99.68,669.83,,,27.38
user10,M,35.66,2,4.67,3.28,1004.63,436.25,0,0,0.10 (Soft Touch),324.27,831.93,,,22.26
user10,M,35.66,2,4.67,3.28,1004.63,436.25,0,0,0.10 (Soft Touch),232.78,635.85,,,23.09
user10,M,21.98,,4,3.46,1087.75,423.83,0,0,0.10 (Soft Touch),386.65,831.93,,,21.26
user10,M,24.51,,1.6,0.55,916.5,405.59,0,0,0.50 (Medium Touch),313.75,779.02,,,24.97
user10,M,30.45,,5.4,1.52,604.5,386.68,0,0,0.10 (Soft Touch),374.5,831.93,,,19.63
user10,M,29.2,,3.6,1.52,634,340.46,0,0,0.10 (Soft Touch),383.75,831.93,,,27.63
user10,M,64.39,12,3.21,2.69,681.74,1026.7,0,0,0.10 (Soft Touch),357.22,804.27,,,27.07
user10,M,53.6,4,4.92,3.43,692.67,398.51,0,0,0.10 (Soft Touch),312.38,831.93,,,25.91
user10,M,33.25,,2,1.22,765,403.64,0,0,0.10 (Soft Touch),265.02,761.6,,,25.45
user10,M,26.08,,4.8,3.96,1224.75,484.87,0,0,0.10 (Soft Touch),369.15,831.93,,,24.58
user10,M,20.98,,2.4,0.89,1490.5,714.04,0,0,0.10 (Soft Touch),342.52,799.93,,,24.96
user10,M,51.36,8,4.78,3,831.94,1102.75,0,0,0.10 (Soft Touch),381.12,831.93,,,29.46
user10,M,25.2,,4,2.92,1178.5,519.52,0,0,0.10 (Soft Touch),428.2,831.93,,,25.23
user10,M,38.92,,2.8,1.79,535.5,389.05,0,0,0.10 (Soft Touch),442.92,831.93,,,20.5
user10,M,33.03,,4.8,3.03,909.5,550.43,0,0,0.50 (Medium Touch),432.77,831.93,,,24.8
user10,M,33.78,,4,2.24,832,349.71,0,0,0.50 (Medium Touch),376.95,831.93,,,22.85
user10,M,34.4,1,5.14,5.84,892,167.4,0,0,0.10 (Soft Touch),446.6,831.93,,,23.98
user10,M,30.91,,3.2,1.3,986,352.77,0,0,0.50 (Medium Touch),395.8,831.93,,,22.36
user10,M,37.92,,4.17,1.83,698.8,358.91,0,0,0.10 (Soft Touch),419.13,831.93,,,24.24
user10,M,32.51,,2.4,2.07,803.25,499.77,0,0,0.10 (Soft Touch),409.93,831.93,,,23.1
user10,M,27.13,,3,0.71,1064.5,533.11,0,0,0.50 (Medium Touch),342.55,831.93,,,23.28
user10,M,66.38,10,4.9,4.02,647.65,908.58,0,0,0.50 (Medium Touch),359.43,831.93,,,23.25
user10,M,27.86,,2.2,1.3,966.5,389.76,0,0,0.10 (Soft Touch),429.53,831.93,,,22.91
user10,M,28.57,,3.6,3.13,601.5,473.19,0,0,0.10 (Soft Touch),389.77,831.93,,,41.6
user10,M,31.01,,3.6,3.65,878.75,547.3,0,0,0.10 (Soft Touch),313.83,665.2,,,41.83
user10,M,40.06,2,4.67,3.46,874.5,354.4,0,0,0.10 (Soft Touch),472.47,831.93,,,39.89
user10,M,26.92,,2.8,2.39,1084.75,234.06,0,0,0.10 (Soft Touch),347.3,831.93,,,24.95
user10,M,26.26,,2.6,0.89,882,392.88,0,0,0.10 (Soft Touch),318.47,831.93,,,23.67
user10,M,28.55,,2.8,0.84,896.25,243.44,0,0,0.10 (Soft Touch),350.32,831.93,,,42.29
user10,M,30.45,,3.6,2.51,931.5,215.21,0,0,0.10 (Soft Touch),365.23,831.93,,,39.1
user10,M,24.96,,4.2,2.17,1156.5,500.74,0,0,0.10 (Soft Touch),288.4,831.93,,,39.14
user10,M,32.36,,3.6,2.61,718,503.54,0,0,0.10 (Soft Touch),368.68,831.93,,,38.67
user10,M,32.36,,3.6,2.61,718,503.54,0,0,0.10 (Soft Touch),368.68,554.87,,,39.53
user10,M,35.42,,2.8,1.79,581.75,284.88,0,0,0.10 (Soft Touch),361.12,831.93,,,17.03
user10,M,29.98,,3.6,1.52,794,452.25,0,0,0.10 (Soft Touch),448.52,831.93,,,13.95
user10,M,70.99,14,4.52,3.51,620.27,1076.46,0,0,0.10 (Soft Touch),390.52,831.93,,,15.53
user10,M,35.24,1,4.5,2.98,780.57,313.15,0,0,0.10 (Soft Touch),330.65,831.93,,,12.46
user10,M,28.76,,2.2,1.3,767,489.31,0,0,0.10 (Soft Touch),329.28,730.47,,,39.6
user10,M,30.11,,2.6,0.89,736.75,297.55,0,0,0.10 (Soft Touch),417.13,831.93,,,40.16
user10,M,22.49,,3,1.73,1091.5,136.15,0,0,0.10 (Soft Touch),341.53,826.78,,,42.24
user10,M,39.42,1,4.29,2.87,868.83,421.81,0,0,0.10 (Soft Touch),365.42,831.93,,,42.01
user10,M,33.29,1,4.86,3.18,782.17,397.56,0,0,0.50 (Medium Touch),348.27,831.93,,,42.03
user10,M,22.05,,4.8,2.39,898.25,420.46,0,0,0.10 (Soft Touch),409.82,831.93,,,44.67
user10,M,63.09,11,4.27,2.75,705.62,1001.17,0,0,0.10 (Soft Touch),321.77,791.33,,,43.48
user10,M,25.21,,2.6,1.52,1157.5,557.14,0,0,0.50 (Medium Touch),325.13,831.93,,,43.21
user10,M,29.29,,2.2,1.1,807.25,316.53,0,0,0.10 (Soft Touch),407.72,831.93,,,42.58
user10,M,27.96,,3,1.73,1052.75,615.03,0,0,0.10 (Soft Touch),335.93,831.93,,,46.04
user10,M,28.3,,2.6,0.89,846.25,310.17,0,0,0.10 (Soft Touch),345.7,831.93,,,44.52
user10,M,24.09,,4.2,2.17,1312.25,529.84,0,0,0.10 (Soft Touch),384.17,831.93,,,43.08
user10,M,23.69,,2.2,0.84,955.5,330.84,0,0,0.10 (Soft Touch),396.25,831.93,,,43.56
user10,M,29.98,,1.2,0.45,719.5,411.98,0,0,0.10 (Soft Touch),452.77,831.93,,,45.29
user10,M,30.22,,2.2,0.84,803.5,273.17,0,0,0.10 (Soft Touch),382.2,717.62,,,43.33
user10,M,25.38,,3.4,1.52,1298,190.09,0,0,0.10 (Soft Touch),342.48,831.93,,,44.7
user10,M,22.63,,5.4,3.21,1508,486.46,0,0,0.10 (Soft Touch),416.1,831.93,,,43.77
user10,M,25.61,,3.2,1.3,1139.25,393.89,0,0,0.10 (Soft Touch),438.2,831.93,,,44.83
user10,M,29.84,,2.2,1.1,1160.75,227.26,0,0,0.50 (Medium Touch),319.23,831.93,,,42.67
user10,M,25.32,,4.4,2.3,973.75,522.7,0,0,0.10 (Soft Touch),372.12,831.93,,,42.42
user10,M,33.23,,3.8,2.17,822.75,433.46,0,0,0.10 (Soft Touch),380.93,831.93,,,43.89
user10,M,36.21,,3.2,1.1,607.5,292.92,0,0,0.10 (Soft Touch),357.75,831.93,,,43.27
user10,M,41.33,1,6.29,6.4,728.33,283.43,0,0,0.10 (Soft Touch),343.18,831.93,,,41.55
user10,M,23.29,,2.4,1.14,1098,530.37,0,0,0.10 (Soft Touch),400.17,831.93,,,43.4
user10,M,23.29,,2.4,1.14,1098,530.37,0,0,0.10 (Soft Touch),400.17,831.93,,,43.49
user10,M,30.53,,5.67,7.55,974.4,409.74,0,0,0.10 (Soft Touch),393.57,831.93,,,40.06
user10,M,24.6,,4,3,1084,410.63,0,0,0.10 (Soft Touch),449.88,831.93,,,41.61
user10,M,33.3,,3.8,2.49,891.5,463.06,0,0,0.10 (Soft Touch),380.38,831.93,,,38.8
user10,M,41.4,1,4,4.43,838,499.84,0,0,0.10 (Soft Touch),337.07,831.93,,,37.4
user10,M,27.54,,2.8,0.84,903,295.62,0,0,0.10 (Soft Touch),391.38,831.93,,,40.09
user10,M,31.22,,2.8,0.84,903.75,468.65,0,0,0.10 (Soft Touch),450.57,831.93,,,38.68
user10,M,41.41,,2.2,1.3,622.25,192.55,0,0,0.10 (Soft Touch),335.78,831.93,,,43.08
user10,M,43.45,1,4.71,2.63,769.5,365.73,0,0,0.10 (Soft Touch),435.32,831.93,,,38.01
user10,M,41.1,1,4.14,2.27,808.5,306.27,0,0,0.10 (Soft Touch),442.9,831.93,,,38.11
user10,M,54.33,2,4.11,3.66,582.63,279.23,0,0,0.10 (Soft Touch),341.67,831.93,,,41.74
user10,M,74.53,13,4.79,2.83,533.61,922.27,0,0,0.10 (Soft Touch),364.85,831.93,,,37.71
user10,M,82.18,25,4.54,3.21,631.98,941.39,0,0,0.10 (Soft Touch),432.5,777.68,,,36.24
user10,M,23.73,,4.6,1.14,1294.25,479.35,0,0,0.10 (Soft Touch),451.93,831.93,,,37.08
user10,M,43.64,,2.6,0.89,484.75,276.35,0,0,0.10 (Soft Touch),434.68,831.93,,,34.36
user10,M,38.31,,4.83,3.49,761.4,263.63,0,0,0.10 (Soft Touch),283,831.93,,,36.75
user10,M,15.92,,3.2,1.3,987.25,379.99,0,0,0.10 (Soft Touch),340.42,831.93,,,33.57
user10,M,21.35,,1,0.71,847.75,365.01,0,0,0.10 (Soft Touch),315.95,831.93,,,32.26
user10,M,21.35,,1,0.71,847.75,365.01,0,0,0.10 (Soft Touch),315.95,831.93,,,35.24
user10,M,17.91,,3.8,2.95,914.5,256.39,0,0,0.10 (Soft Touch),347.82,831.93,,,41.39
user10,M,34.49,,3,1,731.5,94.81,0,0,0.50 (Medium Touch),344.12,831.93,,,37.6
user10,M,33.9,,2.6,1.52,741.75,330.03,0,0,0.10 (Soft Touch),329.1,831.93,,,37.07
user10,M,67.05,10,5,5.63,640.63,853.07,0,0,0.10 (Soft Touch),430.73,831.93,,,35.23
user10,M,33.88,,2.6,1.82,903.25,189.32,0,0,0.10 (Soft Touch),383.78,831.93,,,37.17
user10,M,25.1,,3.2,1.64,911.25,590.6,0,0,0.10 (Soft Touch),425.42,831.93,,,34.65
user10,M,84.16,13,3.48,2.28,502.17,703.55,0,0,0.10 (Soft Touch),400.53,831.93,,,36.29
user10,M,29.48,,2.6,0.55,1210.75,752.38,0,0,0.10 (Soft Touch),341.38,831.93,,,38.79
user10,M,35.08,,3.6,1.14,879,272.03,0,0,0.10 (Soft Touch),298.23,831.93,,,37.95
user10,M,41.21,1,4.71,3.82,813.33,324.11,0,0,0.50 (Medium Touch),421.28,831.93,,,35.27
user10,M,26.52,,2.8,1.3,992.25,497.28,0,0,0.10 (Soft Touch),320.53,831.93,,,35.19
user10,M,26.52,,2.8,1.3,992.25,497.28,0,0,0.10 (Soft Touch),320.53,831.93,,,36.06
user10,M,33.15,,3.2,1.3,528.5,362.61,0,0,0.10 (Soft Touch),425.45,831.93,,,39.72
user10,M,83.48,20,4.29,2.04,518.06,883.21,0,0,0.10 (Soft Touch),385.08,831.93,,,40.28
user10,M,30.82,,3.6,2.7,1114.5,492.05,0,0,0.10 (Soft Touch),353.92,831.93,,,40.11
user10,M,23.84,,4.8,1.92,1261.75,576.03,0,0,0.10 (Soft Touch),341.82,831.93,,,39.1
user10,M,35.31,,3.4,1.67,890,312.17,0,0,0.10 (Soft Touch),322.53,831.93,,,41.92
user10,M,35.31,,3.4,1.67,890,312.17,0,0,0.10 (Soft Touch),322.53,831.93,,,38.81
